chr,gene,length
chr12,LOC107987174.csv,4132
chr5,PCDHGB5.csv,115029
chr4,LOC102723763.csv,14954
chr19,CCDC159.csv,8469
chr11,MYOD1.csv,2566
chr11,NDUFS3.csv,5489
chr9,ANKRD20A1.csv,43464
chr19,IGFL2.csv,136850
chr1,LOC105378890.csv,5628
chr11,SPDYC.csv,3434
chr5,FAM151B.csv,54495
chr14,LOC105370502.csv,32700
chr1,SLC30A7.csv,100824
chr1,LOC105378745.csv,19932
chr6,SLC29A1.csv,14558
chr3,LOC105376958.csv,5476
chr21,KRTAP20-4.csv,224
chr2,SEPTIN2.csv,38758
chr3,PLAAT1.csv,40512
chr18,LINC00907.csv,504759
chr14,LOC107984658.csv,2971
chr9,LOC100132874.csv,4138
chr16,CAPN15.csv,26925
chr4,LOC107986224.csv,353
chr1,DISP1.csv,191482
chr7,LOC105375328.csv,5820
chr21,GRIK1-AS2.csv,34708
chr16,CX3CL1.csv,12555
chr16,LOC105371103.csv,21868
chr1,KLHL20.csv,71915
chr14,LOC105370416.csv,2996
chr2,HTRA2.csv,4152
chr12,TCTN1.csv,35363
chr13,LOC112268107.csv,2048
chr10,LOC105376418.csv,21463
chr22,MIR4534.csv,60
chr2,LOC105373668.csv,21543
chr11,LOC646029.csv,4574
chr3,CXCR6.csv,7437
chr14,PAX9.csv,21795
chr19,USP29.csv,12897
chr11,OR5D18.csv,942
chr22,MIR3909.csv,119
chr4,LOC105377503.csv,20092
chr15,LOC105370774.csv,13501
chr8,EIF4EBP1.csv,29832
chr8,LOC105379362.csv,122112
chr7,ZFAND2A-DT.csv,5585
chr12,IL23A.csv,6252
chr19,MIA-RAB4B.csv,21408
chr9,LOC105376020.csv,8632
chr8,PTP4A3.csv,40460
chr20,LOC105372659.csv,7856
chr9,CNTRL.csv,102719
chr17,SNORA48.csv,135
chr6,LOC105377950.csv,24132
chr11,EMSY.csv,108104
chr2,MIR4777.csv,86
chr2,CCNT2.csv,40533
chr5,PCDHB7.csv,3740
chr12,MUC19.csv,177364
chr4,LINC02263.csv,12198
chr13,MIR8073.csv,72
chr5,TRIP13.csv,26465
chr5,LOC105379104.csv,62732
chr6,MTO1.csv,47500
chr23,FAAH2.csv,367336
chr19,SDHAF1.csv,1125
chr1,UCK2.csv,84005
chr8,USP17L1.csv,1593
chr3,THUMPD3.csv,23930
chr19,LINC00664.csv,19524
chr3,LRRC58-DT.csv,66574
chr14,CIPC.csv,19030
chr5,TLX3.csv,2892
chr4,LOC105377362.csv,8315
chr18,DSG3.csv,30972
chr15,MIR4510.csv,68
chr1,LINC01140.csv,39440
chr8,SAMD12-AS1.csv,105067
chr6,LOC105375001.csv,7613
chr23,PGK1.csv,25048
chr6,C4B.csv,20624
chr10,NHLRC2.csv,62561
chr19,KIR2DL1.csv,15119
chr20,TGIF2-RAB5IF.csv,38043
chr1,PADI3.csv,35155
chr23,PRPS2.csv,32811
chr3,LOC107986087.csv,29183
chr19,ZNF324.csv,8357
chr6,LOC100294145.csv,9583
chr6,SRF.csv,10238
chr14,AKAP6.csv,634075
chr1,ZFP69.csv,19124
chr14,TRA.csv,930229
chr11,LOC105376539.csv,11782
chr2,LINC01317.csv,590861
chr16,TEPP.csv,11573
chr3,DHX30.csv,47204
chr17,TCAP.csv,1206
chr14,TRAV13-2.csv,499
chr7,LOC105375228.csv,76404
chr1,NECAP2.csv,19355
chr12,LOC102725258.csv,56089
chr11,TTC36.csv,3520
chr7,INSIG1.csv,12358
chr19,ZNF582-DT.csv,5500
chr2,MIR4433A.csv,81
chr2,ST3GAL5-AS1.csv,2973
chr1,TRK-TTT8-1.csv,73
chr7,LOC107986823.csv,3741
chr17,ATAD5.csv,65040
chr11,LOC107984307.csv,5599
chr4,LOC105374480.csv,9844
chr4,MIR577.csv,96
chr22,LOC101928824.csv,4931
chr1,LEMD1-DT.csv,12967
chr5,ZCCHC9.csv,11711
chr1,MIR12133.csv,78
chr2,EHBP1.csv,372610
chr4,LINC02267.csv,507713
chr11,LOC107984400.csv,4986
chr2,LOC105373587.csv,8322
chr19,LOC112268245.csv,8278
chr21,LINC00308.csv,17912
chr19,GPR32.csv,1269
chr12,SLC48A1.csv,29135
chr3,LOC105374038.csv,6724
chr22,MICALL1.csv,36647
chr11,LOC107984379.csv,1939
chr11,LOC399900.csv,1573
chr3,PLCL2.csv,287916
chr7,LANCL2.csv,68401
chr7,EIF3B.csv,26660
chr15,SNORD116-22.csv,94
chr5,SLC27A6.csv,68148
chr6,FAM8A1.csv,11414
chr22,MYH9-DT.csv,22986
chr10,LOC102724333.csv,1007
chr1,C1orf122.csv,1665
chr22,MCHR1.csv,3329
chr24,SPRY3.csv,45557
chr2,LOC112268426.csv,26295
chr8,UBE2V2.csv,67182
chr3,CCR2.csv,6830
chr11,ST3GAL4.csv,58953
chr9,LOC105376086.csv,14924
chr10,LOC105378473.csv,28739
chr22,IGLV8-61.csv,452
chr15,LOC105370803.csv,31261
chr11,KCNQ1.csv,404103
chr4,GUCY1A1.csv,70335
chr11,MIR4488.csv,62
chr15,TMCO5A.csv,62916
chr18,MIR4741.csv,90
chr9,MIR602.csv,98
chr19,CEACAM6.csv,16683
chr2,LOC105373949.csv,6675
chr1,PACERR.csv,793
chr9,LOC105376308.csv,786
chr4,LOC105377476.csv,26244
chr5,MIR10523.csv,76
chr18,LOC107985171.csv,10340
chr2,LOC105373938.csv,18980
chr20,MMP9.csv,7654
chr11,LOC105369460.csv,13618
chr12,PCBP2.csv,29061
chr4,LOC105377584.csv,9318
chr5,PRELID1.csv,3151
chr1,EFCAB7.csv,62081
chr4,USP17L24.csv,1593
chr12,TUBA1C.csv,46675
chr14,FAM30A.csv,14664
chr13,CUL4A.csv,58916
chr13,LINC00377.csv,26052
chr21,LINC01549.csv,10296
chr11,TOLLIP-DT.csv,1000
chr17,LOC112268206.csv,25005
chr2,SANBR.csv,72162
chr7,CLDN4.csv,1695
chr20,LOC105372623.csv,7229
chr1,RGS21.csv,50294
chr2,KCNF1.csv,2292
chr8,EXOSC4.csv,16588
chr24,LOC105377239.csv,3338
chr11,SSH3.csv,9130
chr7,ZNF736.csv,42674
chr20,KIZ.csv,120648
chr10,LOC107984187.csv,8687
chr17,ALKBH5.csv,26127
chr9,GCNT1.csv,65751
chr3,LOC101927647.csv,22825
chr11,MIR4489.csv,62
chr12,LOC107984473.csv,26050
chr9,LINC02913.csv,1588
chr3,XXYLT1-AS1.csv,1470
chr10,MPP7-DT.csv,3136
chr1,TRL-CAG1-2.csv,83
chr2,LOC105373611.csv,241632
chr4,MSMO1.csv,15496
chr5,LOC105374669.csv,18031
chr8,FABP5.csv,4240
chr17,RABEP1.csv,104069
chr17,FLJ40194.csv,10423
chr1,SCARNA21B.csv,139
chr13,SNORA107.csv,125
chr11,SIK2.csv,128407
chr3,SAMMSON.csv,15558
chr3,LOC107986040.csv,2236
chr6,LOC102723633.csv,35846
chr21,LOC101928126.csv,1310
chr15,SNORD115-5.csv,82
chr14,LINC02293.csv,11356
chr8,LOC105379326.csv,1621
chr8,PPDPFL.csv,21758
chr10,FXYD4.csv,4700
chr5,SMAD5.csv,49889
chr3,TMIE.csv,17109
chr2,LOC105373741.csv,16113
chr19,C5AR1.csv,12206
chr15,TLNRD1.csv,4866
chr10,MKX-AS1.csv,23185
chr7,PTTG1IP2.csv,43759
chr10,HTRA1.csv,53355
chr4,LINC01262.csv,1881
chr19,CYP4F22.csv,43831
chr5,LOC100506639.csv,26536
chr20,NELFCD.csv,13882
chr1,KAZN.csv,1224658
chr9,LOC105376003.csv,44186
chr6,HCG11.csv,5688
chr6,LOC105375065.csv,33418
chr6,PPT2-EGFL8.csv,14287
chr1,C1orf162.csv,16486
chr9,MIR4291.csv,65
chr5,PCDHB5.csv,3410
chr5,PPARGC1B.csv,127560
chr7,LOC105375258.csv,2106
chr12,MIR200C.csv,68
chr21,LOC102724354.csv,17277
chr16,SF3B3.csv,53853
chr10,CDC123.csv,54402
chr18,GRP.csv,11584
chr15,PWAR5.csv,3373
chr11,LINC01537.csv,2567
chr16,LOC105371089.csv,1580
chr5,LOC285626.csv,31317
chr17,CYB5D1.csv,4280
chr20,LINC02871.csv,2823
chr4,LOC105374510.csv,425275
chr2,LOC107985788.csv,955
chr7,RBM33.csv,136992
chr17,LOC107985078.csv,3848
chr12,ZNF10.csv,28839
chr8,LOC105375644.csv,17353
chr5,LOC101928858.csv,7846
chr11,KRTAP5-10.csv,1173
chr16,MIR3670-2.csv,65
chr20,FAM210B.csv,9690
chr1,LURAP1.csv,17923
chr16,LINC02168.csv,958
chr10,LOC107984188.csv,13263
chr23,LOC105373126.csv,2369
chr18,CETN1.csv,1735
chr6,LOC101929614.csv,6531
chr10,LOC103344931.csv,4237
chr22,MIF.csv,841
chr7,CREB3L2-AS1.csv,4619
chr16,WASIR2.csv,2199
chr4,NUDT9.csv,39454
chr1,VANGL1.csv,56252
chr8,MIR124-2HG.csv,14287
chr21,MIR3648-2.csv,180
chr19,PSMD8.csv,9254
chr16,TGFB1I1.csv,5809
chr8,MIR1206.csv,59
chr7,LOC107986737.csv,4453
chr1,PPP1R12B.csv,244004
chr4,LOC101928893.csv,27732
chr6,LOC100129636.csv,40720
chr9,PDCD1LG2.csv,60845
chr3,ARMC8.csv,111142
chr5,TRPC7-AS1.csv,8112
chr9,LOC105375964.csv,22809
chr8,RGS20.csv,107510
chr10,EPC1-AS1.csv,27125
chr12,PCBP2-OT1.csv,590
chr3,LOC105374191.csv,237468
chr1,NTRK1.csv,66101
chr17,LLGL2.csv,50130
chr2,ARHGEF33.csv,85580
chr20,LOC105372518.csv,26644
chr18,WDR7-OT1.csv,15210
chr15,WHAMM.csv,26481
chr1,MIR30C1.csv,89
chr13,LOC105370342.csv,17441
chr17,ANKRD13B.csv,25238
chr17,ABCA9-AS1.csv,13610
chr2,TMEM178A.csv,89682
chr16,FBXL8.csv,4218
chr15,SNORD116-27.csv,94
chr6,LOC105374919.csv,21159
chr4,FGF5.csv,24430
chr12,LOC105369932.csv,9685
chr23,SPACA5.csv,5398
chr4,LOC105377619.csv,9422
chr4,NPY2R.csv,43354
chr1,VAV3-AS1.csv,30165
chr16,UBN1.csv,35737
chr6,TSG1.csv,72604
chr6,MCCD1.csv,1271
chr8,SOX17.csv,2958
chr21,BACH1-IT3.csv,4340
chr8,SCARA3.csv,102930
chr7,LOC105375387.csv,54458
chr2,MYCNUT.csv,15620
chr19,IGLON5.csv,19248
chr8,LOC105375880.csv,10908
chr2,LOC105373874.csv,10360
chr12,LOC101927019.csv,12243
chr16,LOC105371079.csv,2106
chr7,LOC105375589.csv,941
chr12,EIF4B.csv,35760
chr5,OSMR.csv,99568
chr23,TMEM164.csv,181839
chr10,BMS1.csv,52163
chr13,LOC107984552.csv,7458
chr17,MRPS7.csv,4498
chr8,LOC102725080.csv,2887
chr2,LINC01794.csv,22768
chr4,LINC02374.csv,10890
chr19,LINC01872.csv,9969
chr21,RNA5-8SN2.csv,157
chr12,FBXW8.csv,121550
chr1,LOC105371679.csv,7738
chr11,TTC12.csv,71384
chr4,MIR548AH.csv,76
chr4,LOC107986180.csv,4958
chr18,LOC105371990.csv,5332
chr20,OSBPL2.csv,57663
chr8,BMP1.csv,46955
chr6,LOC107986673.csv,6962
chr1,C1QC.csv,4476
chr18,LOC105372059.csv,21801
chr3,MIR1248.csv,106
chr4,PLK4.csv,18332
chr3,LOC105377039.csv,24251
chr20,SNORD86.csv,86
chr23,STK26.csv,52642
chr13,LOC107984583.csv,5147
chr17,ADORA2B.csv,47965
chr7,LOC100506178.csv,10662
chr14,TRAJ32.csv,66
chr19,LOC107985270.csv,10398
chr19,MIR521-2.csv,87
chr19,LOC105372427.csv,11962
chr6,TRX-CAT1-2.csv,72
chr11,OR4D9.csv,9165
chr19,TRPM4.csv,54050
chr14,RHOJ.csv,89097
chr15,SNORD116-24.csv,94
chr17,TRPV2.csv,21461
chr7,ABCB5.csv,141342
chr4,LOC101927145.csv,87627
chr3,SOX2-OT.csv,685549
chr17,LOC107987245.csv,4777
chr1,MIR197.csv,75
chr20,COL20A1.csv,41679
chr4,LOC107986265.csv,653
chr7,OR2A14.csv,8013
chr10,TMEM26-AS1.csv,40795
chr1,TGFB2.csv,99284
chr11,BEST1.csv,18794
chr10,LOC105376450.csv,1127
chr10,TSPAN15.csv,98045
chr16,TSNAXIP1.csv,21496
chr8,PHF20L1.csv,73437
chr4,LINC02434.csv,2139
chr1,LOC101929805.csv,16340
chr6,CD109.csv,132111
chr14,SLIRP.csv,9528
chr9,CLTA.csv,21205
chr7,ACTR3B.csv,311228
chr22,IGLV1-47.csv,468
chr10,ADARB2-AS1.csv,30379
chr4,LOC105374407.csv,28915
chr22,IGLV3-21.csv,781
chr17,LINC02076.csv,3230
chr23,IKBKG.csv,23809
chr13,LOC105370340.csv,8390
chr1,LINC01397.csv,27032
chr19,MIA.csv,2331
chr1,LOC105371686.csv,5356
chr7,LOC105375429.csv,9866
chr11,TMEM135.csv,290891
chr15,CEMIP.csv,172402
chr14,LOC107984664.csv,15484
chr7,LOC105375265.csv,51026
chr2,LOC105373397.csv,24758
chr21,DSCR10.csv,2489
chr15,PDE8A.csv,158676
chr15,LOC107984715.csv,4274
chr11,OR8K3.csv,5496
chr17,LOC105371813.csv,4719
chr14,BAZ1A-AS1.csv,2273
chr5,SH3TC2-DT.csv,46471
chr18,LOC102724615.csv,2926
chr16,FLYWCH2.csv,16579
chr8,LOC105379392.csv,3596
chr9,PHPT1.csv,1616
chr16,LOC105371116.csv,5628
chr20,LOC105372724.csv,2133
chr10,WASHC2A.csv,65609
chr1,FAM20B.csv,50764
chr19,MIR518C.csv,101
chr9,CKS2.csv,5509
chr3,TPRG1.csv,324526
chr1,LAMTOR5-AS1.csv,8466
chr8,LOC105375831.csv,5996
chr9,LOC107987038.csv,3853
chr13,LOC105370236.csv,79712
chr12,CLEC2D.csv,29841
chr11,DRAP1.csv,2138
chr7,OR2F2.csv,954
chr23,CXorf51B.csv,641
chr14,MIR345.csv,98
chr5,NDUFS4.csv,122729
chr19,ICAM5.csv,7428
chr8,LOC100506990.csv,129833
chr14,PSMC1.csv,18877
chr19,TIMM29.csv,1444
chr19,RAB8A.csv,22346
chr3,LINC02070.csv,15054
chr10,CAMK1D.csv,486032
chr21,CHAF1B.csv,38871
chr17,PRKCA.csv,508131
chr8,LOC105375670.csv,85268
chr4,TACC3.csv,23675
chr23,CBLL2.csv,1549
chr7,RNY3.csv,102
chr1,LINC02813.csv,8151
chr12,EMG1.csv,26516
chr2,GEMIN6.csv,6793
chr2,MIR3126.csv,74
chr2,UGT1A4.csv,54565
chr23,TIMP1.csv,4382
chr15,LINC02248.csv,94838
chr7,HOTTIP.csv,6839
chr1,NGF-AS1.csv,85039
chr7,UBE2D4.csv,29715
chr7,MACC1-AS1.csv,11616
chr23,CDKL5.csv,228022
chr9,LOC105379447.csv,4695
chr23,TAF1.csv,164306
chr6,SNORD52.csv,64
chr11,LOC107984399.csv,2705
chr5,LOC105379040.csv,27789
chr1,LOC105378861.csv,73868
chr6,TPD52L1.csv,110678
chr12,RNFT2.csv,115317
chr6,SLC35D3.csv,3360
chr11,LOC105369401.csv,5962
chr17,HEXIM1.csv,3625
chr5,SERF1B.csv,17863
chr20,CRLS1.csv,34116
chr8,LOC101927657.csv,4041
chr1,RNF187.csv,8807
chr23,GSPT2.csv,2791
chr1,OR9H1P.csv,9356
chr2,LOC105373728.csv,6009
chr18,PMAIP1.csv,4310
chr6,FAM135A.csv,147741
chr1,QSOX1.csv,49162
chr19,CEACAM3.csv,14968
chr23,FGF16.csv,9890
chr4,CC2D2A.csv,132898
chr2,LOC107985851.csv,3692
chr4,LINC02928.csv,9135
chr22,NCAPH2.csv,16563
chr1,PEF1-AS1.csv,12788
chr14,PABPN1.csv,4707
chr20,SS18L1.csv,38750
chr17,ARMC7.csv,20304
chr14,MIR377.csv,69
chr1,NSUN4.csv,44393
chr10,LOC105378549.csv,6526
chr18,LOC105372201.csv,5744
chr17,DHX8.csv,60825
chr1,PPP1R8.csv,20895
chr19,CREB3L3.csv,19424
chr3,UMPS.csv,18832
chr6,SYTL3.csv,121432
chr14,TRAV22.csv,519
chr1,UBXN10.csv,13044
chr4,LINC01088.csv,337052
chr16,ZNF276.csv,20558
chr22,L3MBTL2.csv,26080
chr8,LOC100996662.csv,14493
chr16,TCF25.csv,37793
chr10,ZNF503-AS2.csv,7455
chr9,LOC105376302.csv,1363
chr1,LOC105378770.csv,25505
chr11,LINC02748.csv,70445
chr3,LOC105374002.csv,3354
chr2,CASP10.csv,46522
chr12,LOC105369869.csv,6440
chr8,LOC105377803.csv,47959
chr21,LOC105372766.csv,1091
chr5,MARVELD2.csv,29215
chr23,PAGE5.csv,3763
chr6,LTV1.csv,20475
chr14,LINC02329.csv,1491
chr24,TTTY3.csv,4899
chr4,PPM1K-DT.csv,56728
chr20,LOC105372696.csv,1906
chr12,TRD-GTC2-8.csv,72
chr4,LOC107986235.csv,9675
chr19,FEM1A.csv,9540
chr16,MIR6767.csv,66
chr15,CORO2B.csv,209434
chr6,FBXO9.csv,43067
chr4,LOC105374357.csv,8792
chr6,LOC107986608.csv,93862
chr3,SLMAP.csv,173785
chr19,AXL.csv,42544
chr1,CD1A.csv,9934
chr6,SMIM8.csv,19742
chr17,ZNF830.csv,2238
chr2,SMIM39.csv,12254
chr2,LYPD6.csv,144154
chr23,PLXNA3.csv,19499
chr1,TARS2.csv,20199
chr8,OSR2.csv,7659
chr12,TRA-TGC4-1.csv,72
chr12,LOC105369859.csv,17118
chr1,LOC105372915.csv,4879
chr8,LINC02209.csv,32097
chr15,MGA.csv,148716
chr17,MAP3K3.csv,74097
chr2,SULT1C2.csv,21021
chr8,DEFB106A.csv,3915
chr2,SLC35F6.csv,16948
chr3,PHF7.csv,13018
chr14,MIR379.csv,67
chr1,ARHGEF10L.csv,184434
chr5,NDFIP1.csv,45662
chr21,KRTAP6-3.csv,636
chr19,MIR526B.csv,83
chr9,NIPSNAP3B.csv,14024
chr14,MIR7843.csv,79
chr1,LINC02772.csv,8609
chr1,LINC01031.csv,61209
chr1,LOC102724830.csv,10450
chr16,ATMIN.csv,11509
chr23,RAB41.csv,4411
chr16,MIR365A.csv,87
chr1,USP21.csv,6266
chr11,LOC105376600.csv,15926
chr14,MIR300.csv,83
chr4,USP17L26.csv,1593
chr8,SNORD3H.csv,210
chr3,CHMP2B.csv,28248
chr2,SMYD5.csv,12977
chr14,MIR625.csv,85
chr12,TMEM263.csv,18129
chr7,CLIP2.csv,116537
chr19,PSMC4.csv,10615
chr6,TRS-AGA2-2.csv,82
chr8,NPM2.csv,13601
chr19,LOC105372411.csv,15403
chr13,LOC105370256.csv,42020
chr7,KDM7A-DT.csv,2380
chr15,HEXA-AS1.csv,2676
chr6,UTRN.csv,567774
chr19,TTYH1.csv,21441
chr13,DIAPH3-AS2.csv,8808
chr12,TMED2.csv,14031
chr10,ANKRD2.csv,11444
chr14,MIR6076.csv,113
chr17,LOC107985063.csv,1638
chr12,LOC105370067.csv,23236
chr4,FHIP1A.csv,261361
chr19,MBD3L5.csv,2434
chr1,LINC02785.csv,11802
chr12,LINC02413.csv,30766
chr2,LOC101927960.csv,282946
chr7,NOM1.csv,23465
chr6,H3C10.csv,486
chr15,LOC105370833.csv,2382
chr19,DNM2.csv,113825
chr10,RAB18.csv,37936
chr11,MIR4486.csv,63
chr11,FOLR3.csv,4168
chr2,INPP4A.csv,149855
chr16,LOC107984839.csv,1626
chr6,LOC105378071.csv,60484
chr11,OR8D4.csv,7063
chr1,OTUD3.csv,31238
chr9,SPAAR.csv,2197
chr7,MAFK.csv,12342
chr15,CLK3.csv,21830
chr11,FOLR2.csv,5157
chr8,LOC107986897.csv,15116
chr2,MIR4757.csv,77
chr1,LINC01755.csv,5033
chr17,GLP2R.csv,68656
chr19,NDUFA3.csv,5231
chr4,GPAT3.csv,70242
chr17,SMIM6.csv,1724
chr6,LOC107986543.csv,20173
chr11,MRGPRG-AS1.csv,4800
chr2,LINC01886.csv,27078
chr10,LOC105376441.csv,5064
chr3,LINC02037.csv,10125
chr2,LOC107985955.csv,127268
chr17,AANAT.csv,17447
chr15,LOC105370939.csv,11888
chr11,OR5AK2.csv,930
chr11,LINC02716.csv,927
chr2,ANKRD44-DT.csv,7837
chr4,SNX25.csv,159730
chr23,CFAP47.csv,465584
chr1,ADAM15.csv,11460
chr17,AOC2.csv,6128
chr5,LOC105379035.csv,15550
chr9,LOC107987065.csv,65176
chr23,COL4A5.csv,257708
chr20,ADRM1.csv,6802
chr5,LINC02148.csv,2204
chr12,MIR1228.csv,73
chr4,MIR7849.csv,106
chr7,NUDT1.csv,8920
chr4,LOC105377534.csv,11944
chr11,PCNX3.csv,23129
chr17,DDX42.csv,45462
chr23,MAGEB4.csv,2188
chr4,LINC02472.csv,6871
chr10,FAM25A.csv,4437
chr16,MIR4718.csv,51
chr16,LOC105371272.csv,4423
chr4,LINC02480.csv,2115
chr2,KCNH7-AS1.csv,29037
chr15,LOC105371013.csv,4491
chr4,LOC107986182.csv,169227
chr6,UFL1.csv,33471
chr10,LOC105378438.csv,6773
chr1,LOC105371668.csv,32506
chr7,GIMAP1.csv,7672
chr4,PGM2.csv,36252
chr16,C16orf95-DT.csv,535
chr1,BTF3L4.csv,34422
chr20,LOC105372695.csv,1387
chr7,BET1-AS1.csv,17697
chr13,LINC00452.csv,26215
chr10,LOC105376396.csv,19069
chr6,LOC105377891.csv,60426
chr5,CNOT8.csv,18841
chr19,ZNF526.csv,7890
chr16,KCTD5.csv,26508
chr11,TRIM6.csv,16842
chr6,TRY-GTA6-1.csv,89
chr9,LMX1B.csv,87105
chr17,NF1.csv,282751
chr6,CDKN1A.csv,10870
chr3,LINC00901.csv,10808
chr6,FOXF2.csv,6028
chr6,LINC02520.csv,28933
chr8,MIR6847.csv,69
chr4,SCOC.csv,128421
chr17,MRPL58.csv,8592
chr22,IGLV7-46.csv,440
chr6,FUT9.csv,199639
chr15,LOC101060588.csv,1149
chr1,CACHD1.csv,222930
chr15,ISLR2.csv,41513
chr14,DLK1.csv,11333
chr7,LOC101927243.csv,10247
chr19,GP6-AS1.csv,36881
chr19,CCDC9.csv,15434
chr13,MBNL2.csv,252287
chr19,LOC105372295.csv,6387
chr4,ELMOD2.csv,29625
chr14,PLEKHG3.csv,45826
chr19,ZNRF4.csv,1440
chr17,MARCHF10-DT.csv,27870
chr5,GPX3.csv,8398
chr4,LOC105374515.csv,15827
chr1,USP1.csv,15410
chr18,MIR320C2.csv,72
chr6,LINC02569.csv,3315
chr6,KCTD20.csv,48372
chr6,GRIK2.csv,676376
chr18,LOC105372112.csv,94416
chr4,REELD1.csv,17730
chr11,FLI1.csv,128005
chr2,LOC107985771.csv,12690
chr22,GCAT.csv,9290
chr11,LOC107984423.csv,8597
chr1,LINC01714.csv,6539
chr16,LPCAT2.csv,77612
chr8,ZNF596.csv,15204
chr10,MIR4681.csv,72
chr6,ORC3.csv,87697
chr8,LOC105375671.csv,1566
chr4,GALNTL6.csv,1228904
chr15,LINC02346.csv,150761
chr10,LOC105378426.csv,4281
chr12,MIR4698.csv,80
chr20,TTPAL.csv,18734
chr6,LOC105377937.csv,10146
chr17,LRRC37B.csv,46105
chr8,LOC105379356.csv,11318
chr6,LOC107986598.csv,70419
chr9,LOC105376031.csv,3571
chr7,STEAP2.csv,31669
chr9,SMARCA2.csv,178278
chr10,WAC.csv,90341
chr1,CFH.csv,95472
chr3,C3orf49.csv,31691
chr15,LOC105370783.csv,20944
chr14,TRAJ1.csv,62
chr1,PRPF38B.csv,10619
chr12,MYL6B.csv,5396
chr2,XRCC5.csv,96946
chr7,NRF1.csv,145357
chr5,KCNN2.csv,440523
chr1,PDPN.csv,34201
chr23,LOC105373137.csv,34230
chr16,BAIAP3.csv,15795
chr15,LOC112268154.csv,3386
chr15,CCDC33.csv,119833
chr12,LOC107984485.csv,12554
chr4,PRR27.csv,12373
chr6,LOC105374889.csv,1040
chr2,LINC01127.csv,2081
chr6,LOC105375049.csv,7124
chr9,LOC107987074.csv,4914
chr12,ARNTL2.csv,92451
chr11,SMTNL1.csv,12678
chr2,INPP1.csv,28077
chr15,LOC101929457.csv,8516
chr2,CTLA4.csv,6195
chr3,GOLGA4.csv,123611
chr4,SLC7A11-AS1.csv,89164
chr19,MIR640.csv,96
chr7,SNORA22.csv,134
chr1,XCL1.csv,7942
chr11,LOC107984325.csv,2574
chr7,LOC105375371.csv,71222
chr1,MACO1.csv,69313
chr9,PHF24.csv,172505
chr4,FGF2.csv,71529
chr19,GALP.csv,9768
chr7,MIR4652.csv,78
chr16,PYCARD-AS1.csv,1568
chr6,C6orf89.csv,94079
chr6,PFDN6.csv,1338
chr20,LOC105372573.csv,7663
chr22,MIR6821.csv,74
chr4,LOC101928409.csv,4331
chr9,ALDH1B1.csv,5964
chr7,TES.csv,48248
chr12,ATP6V0A2.csv,49403
chr13,MRPL57.csv,2436
chr5,LOC102724720.csv,15031
chr3,ZNF35.csv,12060
chr15,HAUS2.csv,21167
chr7,LOC105375267.csv,2995
chr17,DHX40.csv,42783
chr7,ZNF804B.csv,578829
chr16,LYRM1.csv,25381
chr23,MIR502.csv,86
chr8,LOC105375924.csv,11607
chr3,KBTBD8.csv,12904
chr7,DKFZp434L192.csv,1062
chr9,LOC107987040.csv,5647
chr3,CSTA.csv,16722
chr21,MIR10396A.csv,49
chr3,LOC105374096.csv,22776
chr18,LOC121725015.csv,93648
chr23,MIR4768.csv,74
chr23,SAT1.csv,3038
chr11,SYT12.csv,44091
chr1,TRQ-CTG4-2.csv,72
chr10,HEAT2.csv,4306
chr1,LOC112268240.csv,18949
chr11,INCENP.csv,31477
chr3,SNORA93.csv,168
chr11,DDB2.csv,24250
chr13,LOC112267897.csv,1436
chr7,TRBV7-7.csv,502
chr11,DDX10.csv,275859
chr9,FRMPD1.csv,143676
chr17,TSEN54.csv,8208
chr6,SIM1-AS1.csv,50914
chr6,LOC101929692.csv,115831
chr12,LINC02350.csv,8082
chr19,ZNF90.csv,49091
chr9,LOC105376091.csv,26687
chr16,PLCG2.csv,183395
chr2,LOC107985854.csv,71840
chr1,SNORA73A.csv,207
chr22,LOC105373091.csv,1581
chr4,LOC105377519.csv,13318
chr10,LOC105378402.csv,13830
chr1,ZRANB2-AS1.csv,20679
chr15,LOC107984794.csv,7131
chr19,TSPAN16.csv,30853
chr17,LOC105371529.csv,50129
chr20,DDX27.csv,24658
chr15,LOC105370891.csv,18626
chr19,LOC105372434.csv,9506
chr13,F10.csv,26731
chr5,TEX43.csv,4580
chr13,LINC00407.csv,60648
chr1,VANGL2.csv,28111
chr17,MIR423.csv,94
chr23,LOC105373305.csv,1350
chr17,LINC01978.csv,4654
chr6,OR2J3.csv,6713
chr4,LINC01618.csv,25471
chr19,ZNF580.csv,2469
chr12,IRAK3.csv,65409
chr12,LOC107984469.csv,4162
chr6,HECA.csv,45723
chr12,LOC107984456.csv,16380
chr9,DNAI1.csv,62180
chr18,PIK3C3.csv,132605
chr12,DIP2B.csv,243673
chr16,MIR6770-2.csv,60
chr11,OR8G5.csv,9849
chr11,LOC105369551.csv,3968
chr11,HEPHL1.csv,92855
chr5,ISOC1.csv,19280
chr2,MYOSLID.csv,6077
chr22,GALR3.csv,2104
chr4,LNX1-AS1.csv,23198
chr1,CLCNKB.csv,13545
chr12,SNRNP35.csv,15054
chr6,LOC105378126.csv,13180
chr23,AR.csv,186599
chr21,LOC105372785.csv,1740
chr11,C11orf52.csv,7959
chr24,USP9Y.csv,159609
chr10,NPY4R2.csv,12071
chr4,CFAP299.csv,642492
chr13,LAMP1.csv,26434
chr3,MED12L.csv,350990
chr1,ARHGEF2-AS2.csv,4345
