chr,gene,length
chr20,LOC105372594.csv,1097
chr5,LOC105378230.csv,12217
chr5,ZNF879.csv,11306
chr3,PRICKLE2-AS3.csv,14018
chr4,LOC105377284.csv,16184
chr11,LOC107984391.csv,8526
chr19,DLL3.csv,9523
chr3,MITF.csv,228869
chr4,LINC02355.csv,123829
chr3,MAPKAPK3.csv,37415
chr11,TMEM138.csv,15864
chr8,LOC105375641.csv,7843
chr1,TRX-CAT1-1.csv,72
chr8,LOC105379362.csv,122112
chr7,ZNF282.csv,30749
chr16,SOX8.csv,5210
chr11,NCR3LG1.csv,25542
chr11,TSGA10IP.csv,14993
chr9,TGFBR1.csv,50155
chr2,LOC105374690.csv,231731
chr8,DEPTOR.csv,177197
chr14,VSX2.csv,23290
chr6,TBX18-AS1.csv,20077
chr14,SALRNA1.csv,1201
chr9,MIR181A2.csv,110
chr23,MAGEA3.csv,3606
chr5,REEP2.csv,7909
chr7,LOC105375422.csv,2749
chr5,LOC107986415.csv,885
chr17,STARD3.csv,27058
chr15,LOC112268154.csv,3386
chr4,LRIT3.csv,24209
chr4,DEFB131A.csv,6253
chr21,CRYAA.csv,3803
chr12,KLRD1.csv,91226
chr5,PURPL.csv,24110
chr19,HAMP.csv,2616
chr1,PAPPA2.csv,382443
chr13,COG3.csv,71786
chr6,MAS1.csv,26460
chr1,GPR25.csv,1198
chr14,TRP-TGG3-2.csv,72
chr20,LOC119746555.csv,2120
chr7,WASL-DT.csv,1787
chr7,TRBV10-3.csv,450
chr9,LINC00587.csv,137873
chr11,LOC105369575.csv,12396
chr6,TRI-AAT9-1.csv,74
chr5,MIR146A.csv,99
chr14,GPR65.csv,9677
chr17,LOC105371723.csv,59499
chr5,LINC02222.csv,2448
chr1,LOC107984954.csv,22252
chr3,FANCD2.csv,75496
chr5,LOC105378237.csv,40775
chr9,LOC105375983.csv,37188
chr7,LOC105375471.csv,17048
chr6,TRAM2-AS1.csv,6792
chr4,KLHL2.csv,115596
chr3,FGF12-AS1.csv,44468
chr23,LOC105373250.csv,5684
chr10,ENTPD1.csv,166366
chr17,ANKFN1.csv,406082
chr8,MIR2052.csv,55
chr2,HSPE1-MOB4.csv,53321
chr11,ARNTL.csv,110717
chr14,SRSF5.csv,4894
chr1,SNORD13C.csv,104
chr17,SKAP1-AS2.csv,13483
chr20,ABALON.csv,1903
chr19,FAAP24.csv,6018
chr1,LOC107985376.csv,13868
chr22,PSLNR.csv,37395
chr8,LOC105375727.csv,3328
chr23,LINC00106.csv,2388
chr3,OR5K2.csv,951
chr6,LOC645967.csv,1276
chr22,LOC284930.csv,223927
chr20,LOC388780.csv,6224
chr8,LOC105375826.csv,25619
chr8,LOC101927657.csv,4041
chr11,TMEM151A.csv,4771
chr23,RADX.csv,67487
chr11,VEGFB.csv,4681
chr1,AMY2B.csv,24891
chr6,BRPF3.csv,36047
chr11,SIPA1.csv,12830
chr6,ITPR3.csv,75241
chr15,SNORD115-12.csv,82
chr7,LOC102723686.csv,121255
chr5,LINC02104.csv,4278
chr22,LOC105373060.csv,715
chr19,RPSAP58.csv,112693
chr24,HSFY1.csv,59286
chr5,LRRC70.csv,2628
chr7,CPED1.csv,308737
chr4,NPFFR2.csv,116306
chr5,LOC731157.csv,670
chr20,MYH7B.csv,46570
chr14,TRC-GCA8-1.csv,72
chr5,NIM1K.csv,88626
chr11,TRAPPC4.csv,5369
chr14,LOC105378184.csv,13675
chr4,LOC105377548.csv,13833
chr11,GAS2.csv,258173
chr7,FKBP9.csv,49502
chr10,ADRA2A.csv,3879
chr11,GLB1L2.csv,44337
chr1,ZBTB37.csv,35466
chr18,C18orf21.csv,7410
chr9,LOC107987095.csv,4213
chr6,TTBK1.csv,44779
chr3,SNORD19.csv,76
chr10,LOC105378367.csv,31394
chr11,C11orf1.csv,6498
chr10,LINC00703.csv,26367
chr19,MIR373.csv,69
chr2,LOC105369167.csv,29572
chr6,PSORS1C1.csv,25293
chr18,LOC105372161.csv,9701
chr1,TGFB2-OT1.csv,1370
chr1,PLEKHM2.csv,53264
chr2,MIR559.csv,96
chr11,EED.csv,40668
chr3,LOC105377002.csv,64826
chr19,ZNF71.csv,29185
chr12,MIR6125.csv,96
chr1,LOC102723834.csv,25726
chr7,LOC105375602.csv,12105
chr14,HEATR5A-DT.csv,32126
chr23,ARR3.csv,13507
chr2,B3GALT1.csv,581045
chr4,STX18-AS1.csv,168808
chr6,LAMA2.csv,633429
chr19,S1PR4.csv,1564
chr5,LOC105377693.csv,23956
chr16,LOC105371311.csv,1560
chr17,UBB.csv,1967
chr6,RPP21.csv,1702
chr3,LOC105377173.csv,12752
chr9,LOC105376205.csv,98539
chr13,LOC105370302.csv,111010
chr13,PRR20D.csv,3022
chr1,LCE1B.csv,1138
chr19,ATF5.csv,5030
chr14,TRDJ4.csv,48
chr2,CDCA7.csv,14137
chr13,LOC105370245.csv,79468
chr22,IGLJ5.csv,38
chr13,LINC00558.csv,60701
chr2,CPSF3.csv,49448
chr7,AKAP9.csv,169812
chr8,PPDPFL.csv,21758
chr20,MOCS3.csv,5112
chr14,TRAJ59.csv,54
chr1,LOC105371729.csv,13348
chr3,LOC105374259.csv,7832
chr17,HEXIM2.csv,10093
chr1,TRG-CCC1-2.csv,71
chr12,ASCL1.csv,2840
chr1,SRARP.csv,4572
chr7,ZNF212.csv,15956
chr1,CADM3.csv,31722
chr2,LOC107985833.csv,31909
chr16,LOC105371198.csv,6427
chr7,CPVL-AS1.csv,2244
chr5,SCGB3A2.csv,3481
chr6,GTF2H4.csv,5900
chr3,SNORA62.csv,154
chr8,LOC105379342.csv,8757
chr4,MIR576.csv,98
chr3,LOC105374192.csv,11802
chr17,FBXW10.csv,35326
chr2,MYOSLID.csv,6077
chr14,SNORA89.csv,177
chr3,CDV3.csv,16646
chr8,LOC105379389.csv,24814
chr1,DISC1.csv,414483
chr22,GALR3.csv,2104
chr11,MIR4489.csv,62
chr1,ATP6V0B.csv,3336
chr3,LINC01215.csv,13547
chr9,LOC107987008.csv,69179
chr5,SLC35A4.csv,4273
chr4,LOC105377615.csv,1308
chr21,IFNGR2.csv,34635
chr9,TDRD7.csv,84030
chr18,LOC105372132.csv,16054
chr8,LOC105375772.csv,2610
chr10,RBM17.csv,28414
chr15,GOLGA8T.csv,17492
chr23,NCBP2L.csv,18097
chr22,IGLV3-10.csv,500
chr8,EBAG9.csv,26295
chr12,WNT1.csv,4299
chr23,TCEAL1.csv,2238
chr19,NLRP5.csv,62085
chr12,ESPL1.csv,25387
chr2,SLC1A4.csv,35387
chr16,ANKS4B.csv,20152
chr19,LOC105372355.csv,6918
chr8,LOC105375637.csv,3545
chr11,LOC105369429.csv,7495
chr8,ERLIN2.csv,21796
chr1,ARID1A.csv,86090
chr4,SLC7A11-AS1.csv,89164
chr17,NXPH3.csv,7957
chr6,POLR1C.csv,944312
chr12,IFNG-AS1.csv,31883
chr19,VMAC.csv,5982
chr1,LOC284600.csv,9668
chr14,TRAJ50.csv,60
chr22,CABIN1.csv,167437
chr4,LINC02379.csv,8135
chr21,LOC105372749.csv,5100
chr2,OSGEPL1-AS1.csv,2777
chr19,MYO9B.csv,137510
chr8,MIR5708.csv,85
chr14,CYP46A1.csv,43060
chr17,ARMC7.csv,20304
chr17,MYO15B.csv,39307
chr5,RPL26L1.csv,16095
